60,163
163,60
41,163
41,129
41,114
163,41
163,129
163,114
129,41
129,163
129,114
114,41
114,163
114,129
57,47
47,57
165,20
20,165
163,41
41,163
34,97
97,34
163,36
163,114
163,1
36,163
36,114
36,1
114,163
114,36
114,1
1,163
1,36
1,114
127,47
47,127
127,56
56,127
73,69
69,73
20,165
165,20
16,6
6,16
105,73
73,105
36,1
36,163
36,56
1,36
1,163
1,56
163,36
163,1
163,56
56,36
56,1
56,163
60,153
153,60
60,153
153,60
60,153
153,60
34,97
97,34
127,47
47,127
84,163
163,84
6,16
16,6
42,16
42,6
16,42
16,6
6,42
6,16
6,16
16,6
81,159
159,81
28,136
136,28
148,77
77,148
88,18
18,88
10,144
144,10
41,163
163,41
150,164
164,150
68,9
68,156
68,136
68,2
9,68
9,156
9,136
9,2
156,68
156,9
156,136
156,2
136,68
136,9
136,156
136,2
2,68
2,9
2,156
2,136
55,106
106,55
44,117
117,44
47,94
94,47
76,142
142,76
142,76
76,142
142,76
76,142
115,146
146,115
60,108
108,60
136,135
135,136
136,28
28,136
2,55
55,2
159,89
89,159
154,162
162,154
108,143
143,108
142,112
112,142
136,28
28,136
86,97
97,86
111,146
146,111
89,74
74,89
10,144
144,10
85,47
47,85
97,165
165,97
108,151
151,108
60,129
129,60
60,163
163,60
105,73
73,105
14,97
97,14
114,163
163,114
60,163
163,60
89,60
60,89
165,97
97,165
108,151
108,163
151,108
151,163
163,108
163,151
27,151
151,27
112,117
117,112
59,60
59,151
60,59
60,151
151,59
151,60
35,121
121,35
151,89
89,151
27,159
27,151
159,27
159,151
151,27
151,159
71,73
73,71
129,163
163,129
112,32
112,97
32,112
32,97
97,112
97,32
129,163
163,129
97,47
47,97
84,163
163,84
148,124
124,148
57,47
47,57
151,108
108,151
94,47
47,94
163,159
159,163
127,47
47,127
165,47
47,165
163,114
114,163
142,76
76,142
56,163
163,56
165,47
47,165
163,114
114,163
163,56
56,163
89,151
151,89
151,159
159,151
32,11
11,32
155,141
141,155
33,8
8,33
158,88
88,158
84,163
163,84
34,142
34,97
142,34
142,97
97,34
97,142
165,97
97,165
21,31
31,21
154,162
162,154
136,137
137,136
29,155
155,29
77,21
21,77
34,112
112,34
60,153
153,60
60,153
153,60
60,153
153,60
60,153
153,60
105,97
105,153
97,105
97,153
153,105
153,97
60,108
108,60
148,124
124,148
124,148
148,124
28,88
88,28
122,118
122,11
118,122
118,11
11,122
11,118
103,118
103,51
118,103
118,51
51,103
51,118
84,141
141,84
73,105
105,73
73,105
105,73
28,88
88,28
38,94
94,38
90,12
12,90
84,1
84,163
1,84
1,163
163,84
163,1
78,23
23,78
1,163
163,1
56,163
163,56
118,57
57,118
90,15
15,90
154,127
127,154
107,127
127,107
81,35
35,81
135,120
120,135
66,47
47,66
81,159
159,81
21,31
31,21
142,116
116,142
94,47
47,94
127,154
154,127
163,114
114,163
113,90
90,113
81,12
12,81
1,163
163,1
127,47
47,127
41,1
41,95
41,73
41,163
1,41
1,95
1,73
1,163
95,41
95,1
95,73
95,163
73,41
73,1
73,95
73,163
163,41
163,1
163,95
163,73
97,116
116,97
6,16
16,6
154,144
144,154
42,6
42,16
6,42
6,16
16,42
16,6
145,103
103,145
87,48
48,87
76,56
56,76
35,81
81,35
89,46
46,89
107,127
127,107
67,113
113,67
46,141
141,46
103,118
103,109
103,51
118,103
118,109
118,51
109,103
109,118
109,51
51,103
51,118
51,109
118,127
127,118
127,7
7,127
9,12
12,9
94,117
117,94
84,163
163,84
15,90
90,15
84,60
60,84
86,42
42,86
127,154
154,127
84,1
1,84
109,129
129,109
127,118
118,127
56,114
56,163
114,56
114,163
163,56
163,114
62,53
53,62
116,68
68,116
29,90
90,29
157,97
97,157
28,73
73,28
127,154
154,127
7,2
2,7
57,116
116,57
34,32
32,34
56,163
163,56
84,163
163,84
114,163
163,114
109,81
81,109
81,159
159,81
126,103
103,126
95,1
95,163
1,95
1,163
163,95
163,1
114,163
163,114
47,66
66,47
165,97
97,165
109,35
35,109
38,94
94,38
46,97
97,46
127,165
165,127
109,81
81,109
57,116
116,57
1,163
163,1
117,37
37,117
89,46
46,89
154,127
127,154
84,141
141,84
145,118
145,57
118,145
118,57
57,145
57,118
9,12
12,9
129,41
129,118
129,162
41,129
41,118
41,162
118,129
118,41
118,162
162,129
162,41
162,118
42,6
42,16
6,42
6,16
16,42
16,6
109,81
81,109
1,163
163,1
89,74
74,89
11,31
31,11
118,40
40,118
1,163
163,1
25,134
25,149
134,25
134,149
149,25
149,134
129,109
109,129
127,163
163,127
34,131
131,34
84,163
163,84
84,163
163,84
107,127
127,107
141,97
97,141
1,163
163,1
84,60
60,84
126,103
103,126
163,1
163,114
1,163
1,114
114,163
114,1
89,46
46,89
138,130
130,138
123,60
123,84
60,123
60,84
84,123
84,60
1,163
163,1
92,116
116,92
84,163
163,84
118,109
109,118
116,57
57,116
84,1
84,163
1,84
1,163
163,84
163,1
85,2
85,80
2,85
2,80
80,85
80,2
44,76
76,44
72,127
127,72
135,97
97,135
81,159
159,81
98,68
68,98
116,155
155,116
41,72
72,41
31,162
162,31
42,16
42,6
16,42
16,6
6,42
6,16
84,60
60,84
163,154
163,127
154,163
154,127
127,163
127,154
42,163
163,42
1,163
163,1
118,51
118,63
51,118
51,63
63,118
63,51
1,163
163,1
34,10
10,34
59,137
137,59
118,47
118,63
47,118
47,63
63,118
63,47
1,163
163,1
9,82
82,9
57,116
116,57
30,61
30,133
30,100
61,30
61,133
61,100
133,30
133,61
133,100
100,30
100,61
100,133
112,94
94,112
84,163
163,84
103,57
103,83
103,149
103,109
57,103
57,83
57,149
57,109
83,103
83,57
83,149
83,109
149,103
149,57
149,83
149,109
109,103
109,57
109,83
109,149
61,93
93,61
44,76
76,44
122,163
163,122
47,109
109,47
163,1
1,163
40,41
40,25
41,40
41,25
25,40
25,41
139,15
15,139
107,127
127,107
89,159
159,89
47,107
47,4
47,57
47,127
107,47
107,4
107,57
107,127
4,47
4,107
4,57
4,127
57,47
57,107
57,4
57,127
127,47
127,107
127,4
127,57
162,83
83,162
118,145
145,118
70,132
132,70
155,139
139,155
74,162
162,74
2,118
118,2
12,9
9,12
91,90
90,91
101,147
147,101
9,12
12,9
93,43
43,93
1,163
163,1
9,12
12,9
40,31
31,40
94,112
112,94
1,163
163,1
163,56
163,1
56,163
56,1
1,163
1,56
129,109
109,129
154,127
127,154
77,165
165,77
41,25
41,40
25,41
25,40
40,41
40,25
46,62
62,46
76,165
165,76
56,1
1,56
84,163
163,84
154,127
127,154
84,1
1,84
84,60
60,84
163,1
1,163
118,129
118,63
129,118
129,63
63,118
63,129
15,90
90,15
127,76
76,127
31,40
40,31
56,1
1,56
56,163
163,56
38,94
94,38
84,163
163,84
26,97
97,26
66,127
127,66
16,6
6,16
60,163
163,60
1,163
163,1
127,154
154,127
159,123
123,159
31,77
77,31
56,163
163,56
68,80
80,68
154,127
127,154
64,15
15,64
35,81
81,35
127,144
144,127
113,28
28,113
121,35
35,121
129,163
163,129
163,114
114,163
25,40
25,41
25,149
40,25
40,41
40,149
41,25
41,40
41,149
149,25
149,40
149,41
128,51
51,128
86,97
97,86
109,81
81,109
70,132
132,70
129,162
162,129
2,118
118,2
56,163
163,56
68,116
116,68
1,163
163,1
81,12
12,81
65,2
2,65
126,129
126,118
129,126
129,118
118,126
118,129
42,6
42,16
6,42
6,16
16,42
16,6
76,165
165,76
163,56
56,163
109,118
118,109
12,81
81,12
34,10
10,34
60,84
84,60
1,163
163,1
109,12
12,109
118,109
118,57
118,129
109,118
109,57
109,129
57,118
57,109
57,129
129,118
129,109
129,57
87,135
135,87
61,93
93,61
84,163
163,84
34,97
97,34
9,12
12,9
109,81
81,109
1,163
163,1
35,81
81,35
125,93
93,125
163,1
1,163
109,103
103,109
36,95
36,163
95,36
95,163
163,36
163,95
60,126
126,60
94,38
38,94
142,76
76,142
88,15
15,88
163,1
1,163
163,1
1,163
126,129
129,126
163,1
1,163
95,35
95,81
35,95
35,81
81,95
81,35
84,163
163,84
81,47
47,81
9,12
12,9
56,1
1,56
84,163
163,84
57,109
109,57
116,66
66,116
163,51
51,163
109,35
35,109
116,31
31,116
9,12
12,9
61,93
93,61
145,163
163,145
134,25
25,134
116,68
68,116
29,139
139,29
9,12
12,9
109,81
81,109
129,109
109,129
118,10
10,118
29,139
139,29
9,12
12,9
127,154
154,127
122,101
101,122
84,163
163,84
1,163
163,1
84,163
163,84
129,2
2,129
95,36
95,1
95,114
95,163
36,95
36,1
36,114
36,163
1,95
1,36
1,114
1,163
114,95
114,36
114,1
114,163
163,95
163,36
163,1
163,114
80,154
80,127
80,159
154,80
154,127
154,159
127,80
127,154
127,159
159,80
159,154
159,127
80,85
85,80
155,139
139,155
127,76
76,127
57,109
57,118
109,57
109,118
118,57
118,109
60,123
123,60
87,135
135,87
118,51
118,11
51,118
51,11
11,118
11,51
1,163
163,1
42,6
6,42
38,94
94,38
95,36
95,1
95,163
36,95
36,1
36,163
1,95
1,36
1,163
163,95
163,36
163,1
56,1
56,15
1,56
1,15
15,56
15,1
6,16
16,6
29,90
90,29
90,15
15,90
154,127
127,154
1,163
163,1
92,13
13,92
25,149
25,134
149,25
149,134
134,25
134,149
158,136
136,158
116,31
116,11
31,116
31,11
11,116
11,31
56,1
1,56
1,163
163,1
41,118
118,41
86,97
97,86
163,56
56,163
109,81
81,109
84,163
163,84
42,6
42,16
6,42
6,16
16,42
16,6
1,163
163,1
40,31
31,40
42,6
6,42
60,89
60,81
89,60
89,81
81,60
81,89
66,84
66,1
66,127
66,163
84,66
84,1
84,127
84,163
1,66
1,84
1,127
1,163
127,66
127,84
127,1
127,163
163,66
163,84
163,1
163,127
163,1
1,163
56,47
47,56
80,2
2,80
142,165
165,142
16,6
6,16
147,39
39,147
1,163
163,1
103,118
103,51
118,103
118,51
51,103
51,118
123,85
85,123
56,1
1,56
127,154
154,127
163,1
1,163
97,116
116,97
9,12
12,9
11,71
11,163
71,11
71,163
163,11
163,71
163,127
127,163
118,63
63,118
112,94
94,112
41,72
72,41
1,163
163,1
139,155
155,139
51,131
131,51
109,81
81,109
42,6
42,16
6,42
6,16
16,42
16,6
57,109
109,57
116,57
57,116
109,35
35,109
16,6
6,16
81,35
35,81
160,68
68,160
129,162
162,129
63,58
63,97
63,5
63,92
58,63
58,97
58,5
58,92
97,63
97,58
97,5
97,92
5,63
5,58
5,97
5,92
92,63
92,58
92,97
92,5
144,154
154,144
84,163
163,84
163,114
114,163
1,163
163,1
9,12
12,9
145,57
145,51
57,145
57,51
51,145
51,57
56,163
163,56
84,163
163,84
89,46
46,89
109,129
129,109
38,94
94,38
25,41
25,40
41,25
41,40
40,25
40,41
97,2
2,97
11,97
97,11
38,57
38,116
57,38
57,116
116,38
116,57
64,68
68,64
42,6
42,16
6,42
6,16
16,42
16,6
155,139
139,155
36,163
163,36
56,163
163,56
109,12
12,109
60,129
129,60
9,12
12,9
163,114
114,163
158,136
136,158
108,72
72,108
1,163
163,1
95,35
35,95
100,84
84,100
127,154
154,127
163,41
41,163
118,129
129,118
38,94
94,38
127,154
154,127
118,63
63,118
64,109
109,64
142,97
97,142
81,159
159,81
140,164
164,140
1,163
163,1
109,57
109,47
57,109
57,47
47,109
47,57
145,123
123,145
1,163
163,1
64,109
64,81
109,64
109,81
81,64
81,109
40,41
41,40
109,81
81,109
60,84
84,60
36,95
36,1
36,163
95,36
95,1
95,163
1,36
1,95
1,163
163,36
163,95
163,1
107,127
127,107
57,116
116,57
62,53
62,12
53,62
53,12
12,62
12,53
29,139
139,29
57,118
57,109
118,57
118,109
109,57
109,118
163,114
114,163
109,129
109,41
129,109
129,41
41,109
41,129
6,46
46,6
1,163
163,1
60,159
159,60
36,163
163,36
77,92
92,77
114,1
1,114
107,127
107,47
127,107
127,47
47,107
47,127
46,159
46,62
159,46
159,62
62,46
62,159
9,12
12,9
84,60
60,84
142,112
112,142
118,47
47,118
139,15
15,139
85,44
44,85
163,84
163,1
163,41
163,95
163,114
163,36
84,163
84,1
84,41
84,95
84,114
84,36
1,163
1,84
1,41
1,95
1,114
1,36
41,163
41,84
41,1
41,95
41,114
41,36
95,163
95,84
95,1
95,41
95,114
95,36
114,163
114,84
114,1
114,41
114,95
114,36
36,163
36,84
36,1
36,41
36,95
36,114
107,127
127,107
89,72
72,89
163,56
56,163
154,162
162,154
148,124
124,148
84,56
84,1
56,84
56,1
1,84
1,56
109,129
109,41
129,109
129,41
41,109
41,129
56,1
1,56
1,163
163,1
126,129
129,126
66,127
127,66
109,81
81,109
36,1
36,163
36,56
1,36
1,163
1,56
163,36
163,1
163,56
56,36
56,1
56,163
95,35
95,81
35,95
35,81
81,95
81,35
129,103
103,129
9,12
12,9
158,88
88,158
158,88
88,158
97,26
26,97
87,135
135,87
158,88
88,158
146,2
2,146
62,2
2,62
63,51
51,63
12,90
90,12
127,76
76,127
1,163
163,1
67,165
165,67
67,94
94,67
129,56
129,127
56,129
56,127
127,129
127,56
106,39
39,106
15,117
117,15
163,1
163,114
1,163
1,114
114,163
114,1
24,97
97,24
67,94
94,67
82,67
67,82
67,165
165,67
53,34
34,53
148,124
124,148
34,97
97,34
2,146
146,2
37,12
12,37
139,15
15,139
165,67
67,165
9,12
12,9
67,165
165,67
67,165
165,67
1,163
163,1
59,151
151,59
139,29
29,139
139,29
29,139
44,117
117,44
94,117
117,94
139,68
68,139
165,67
67,165
64,68
68,64
67,165
165,67
109,129
109,41
129,109
129,41
41,109
41,129
67,94
94,67
68,139
139,68
82,67
67,82
29,90
90,29
67,94
94,67
117,68
68,117
9,12
12,9
67,94
94,67
136,135
135,136
165,67
67,165
48,79
79,48
48,79
79,48
48,79
79,48
97,3
3,97
146,151
151,146
102,96
96,102
141,10
10,141
108,143
143,108
21,77
77,21
4,57
4,47
57,4
57,47
47,4
47,57
143,141
141,143
144,154
154,144
116,11
11,116
13,92
92,13
9,12
12,9
122,11
11,122
1,163
163,1
9,12
12,9
123,159
159,123
84,163
163,84
145,51
51,145
118,57
57,118
122,11
11,122
60,126
126,60
145,163
163,145
60,163
163,60
9,12
12,9
25,57
25,41
25,123
57,25
57,41
57,123
41,25
41,57
41,123
123,25
123,57
123,41
36,1
36,163
1,36
1,163
163,36
163,1
84,163
163,84
66,81
81,66
40,25
40,41
25,40
25,41
41,40
41,25
89,151
151,89
60,145
145,60
84,163
163,84
34,97
97,34
38,66
66,38
109,129
129,109
38,94
94,38
145,129
145,162
145,51
129,145
129,162
129,51
162,145
162,129
162,51
51,145
51,129
51,162
57,35
35,57
36,40
40,36
118,57
118,109
57,118
57,109
109,118
109,57
123,159
159,123
95,1
95,163
1,95
1,163
163,95
163,1
97,116
116,97
1,163
163,1
53,96
96,53
97,3
3,97
97,53
53,97
158,88
88,158
165,47
47,165
84,163
163,84
84,163
163,84
84,163
163,84
44,117
44,12
117,44
117,12
12,44
12,117
53,136
136,53
96,160
160,96
60,153
153,60
116,155
155,116
116,11
11,116
155,139
139,155
31,11
31,165
11,31
11,165
165,31
165,11
35,52
52,35
57,47
47,57
41,1
41,95
41,73
41,163
1,41
1,95
1,73
1,163
95,41
95,1
95,73
95,163
73,41
73,1
73,95
73,163
163,41
163,1
163,95
163,73
158,88
88,158
56,1
56,15
1,56
1,15
15,56
15,1
82,12
82,67
82,90
12,82
12,67
12,90
67,82
67,12
67,90
90,82
90,12
90,67
139,29
29,139
90,12
12,90
117,12
12,117
29,139
139,29
12,62
62,12
90,12
12,90
139,15
15,139
9,12
12,9
139,29
29,139
90,12
12,90
90,12
12,90
94,117
117,94
139,29
29,139
47,159
159,47
92,116
116,92
99,112
112,99
68,116
116,68
40,31
31,40
42,6
42,16
6,42
6,16
16,42
16,6
94,47
47,94
129,163
163,129
108,151
151,108
31,11
11,31
163,56
56,163
153,162
162,153
60,153
153,60
97,86
86,97
153,162
162,153
102,96
96,102
6,16
16,6
29,55
55,29
139,29
29,139
136,28
28,136
159,89
89,159
96,102
102,96
75,28
28,75
96,53
53,96
159,146
146,159
98,53
53,98
159,163
159,47
163,159
163,47
47,159
47,163
81,35
35,81
35,57
35,81
57,35
57,81
81,35
81,57
142,76
76,142
126,129
129,126
29,139
139,29
94,117
117,94
44,117
117,44
9,12
12,9
44,31
31,44
44,117
44,12
117,44
117,12
12,44
12,117
12,90
90,12
82,67
67,82
82,15
15,82
9,12
12,9
81,159
159,81
139,15
15,139
162,68
68,162
31,68
68,31
9,12
12,9
68,80
80,68
62,159
159,62
29,55
55,29
29,55
55,29
135,97
97,135
62,53
62,12
53,62
53,12
12,62
12,53
9,12
12,9
117,68
68,117
84,56
84,1
56,84
56,1
1,84
1,56
20,165
165,20
24,150
150,24
105,97
105,153
97,105
97,153
153,105
153,97
163,114
114,163
163,114
114,163
53,96
96,53
117,112
112,117
159,89
159,114
89,159
89,114
114,159
114,89
82,67
67,82
98,53
53,98
114,163
163,114
60,153
153,60
114,163
163,114
60,108
108,60
136,152
152,136
81,60
60,81
115,8
8,115
24,97
97,24
136,152
152,136
13,97
97,13
136,135
135,136
24,97
97,24
81,60
60,81
139,29
29,139
139,29
29,139
68,12
12,68
55,29
29,55
29,2
2,29
11,31
31,11
139,155
155,139
29,155
155,29
118,11
11,118
97,116
116,97
155,139
139,155
155,139
139,155
118,11
11,118
40,31
31,40
155,139
139,155
116,68
68,116
155,139
139,155
4,149
149,4
117,12
12,117
62,12
12,62
12,90
12,26
12,108
12,104
12,142
12,54
12,15
12,73
12,17
90,12
90,26
90,108
90,104
90,142
90,54
90,15
90,73
90,17
26,12
26,90
26,108
26,104
26,142
26,54
26,15
26,73
26,17
108,12
108,90
108,26
108,104
108,142
108,54
108,15
108,73
108,17
104,12
104,90
104,26
104,108
104,142
104,54
104,15
104,73
104,17
142,12
142,90
142,26
142,108
142,104
142,54
142,15
142,73
142,17
54,12
54,90
54,26
54,108
54,104
54,142
54,15
54,73
54,17
15,12
15,90
15,26
15,108
15,104
15,142
15,54
15,73
15,17
73,12
73,90
73,26
73,108
73,104
73,142
73,54
73,15
73,17
17,12
17,90
17,26
17,108
17,104
17,142
17,54
17,15
17,73
118,109
118,11
109,118
109,11
11,118
11,109
163,159
159,163
126,109
109,126
129,162
162,129
126,129
126,118
129,126
129,118
118,126
118,129
149,47
47,149
145,103
103,145
163,1
1,163
13,97
97,13
155,139
139,155
42,16
16,42
163,129
129,163
139,29
29,139
118,11
11,118
118,11
11,118
118,11
11,118
118,11
11,118
116,11
11,116
139,155
155,139
155,139
139,155
155,29
29,155
40,159
159,40
61,93
93,61
136,152
152,136
159,89
159,163
89,159
89,163
163,159
163,89
73,105
105,73
13,97
97,13
129,162
162,129
101,152
152,101
101,152
152,101
101,152
152,101
136,152
152,136
105,73
73,105
4,47
47,4
13,97
97,13
139,29
29,139
159,89
89,159
23,31
31,23
9,12
12,9
23,31
31,23
23,31
31,23
9,12
12,9
135,127
127,135
84,163
163,84
84,163
163,84
6,16
16,6
6,16
16,6
42,6
42,16
6,42
6,16
16,42
16,6
6,16
16,6
6,16
16,6
42,16
42,6
16,42
16,6
6,42
6,16
42,6
6,42
6,16
16,6
42,16
42,6
16,42
16,6
6,42
6,16
5,10
10,5
34,32
32,34
56,47
47,56
34,10
10,34
157,97
97,157
94,112
112,94
94,47
47,94
40,31
31,40
11,97
97,11
34,10
10,34
112,94
94,112
26,97
97,26
142,76
76,142
116,31
116,11
31,116
31,11
11,116
11,31
142,165
165,142
41,72
72,41
31,162
162,31
40,31
31,40
31,40
40,31
97,2
2,97
142,112
112,142
142,97
97,142
107,127
107,47
127,107
127,47
47,107
47,127
127,76
76,127
116,31
31,116
127,165
165,127
73,105
105,73
159,89
159,163
89,159
89,163
163,159
163,89
163,1
1,163
126,103
103,126
135,152
152,135
119,49
119,54
49,119
49,54
54,119
54,49
126,129
129,126
149,47
47,149
163,114
114,163
118,109
109,118
129,162
162,129
139,29
29,139
129,163
163,129
129,67
67,129
77,131
131,77
159,163
163,159
44,62
62,44
59,89
59,151
89,59
89,151
151,59
151,89
89,27
89,59
89,159
89,151
27,89
27,59
27,159
27,151
59,89
59,27
59,159
59,151
159,89
159,27
159,59
159,151
151,89
151,27
151,59
151,159
31,68
68,31
55,67
67,55
163,159
159,163
59,151
59,89
151,59
151,89
89,59
89,151
82,67
67,82
84,163
163,84
154,127
127,154
71,97
97,71
148,124
124,148
84,163
163,84
84,163
163,84
114,1
114,163
114,95
114,36
1,114
1,163
1,95
1,36
163,114
163,1
163,95
163,36
95,114
95,1
95,163
95,36
36,114
36,1
36,163
36,95
116,11
11,116
92,97
97,92
77,131
131,77
112,94
94,112
77,21
21,77
148,124
124,148
11,31
31,11
136,152
152,136
112,94
94,112
112,117
117,112
59,151
151,59
27,151
151,27
60,123
123,60
32,112
112,32
148,124
124,148
112,142
142,112
81,159
159,81
163,114
114,163
163,114
114,163
12,68
68,12
139,29
29,139
130,138
138,130
13,97
97,13
9,12
12,9
9,12
12,9
101,136
136,101
136,135
135,136
136,135
135,136
136,28
28,136
99,112
112,99
116,11
11,116
139,155
155,139
127,76
76,127
142,76
76,142
92,142
142,92
127,76
76,127
31,165
31,11
165,31
165,11
11,31
11,165
89,163
163,89
87,135
135,87
89,163
89,159
163,89
163,159
159,89
159,163
144,154
154,144
116,11
11,116
56,41
56,163
41,56
41,163
163,56
163,41
163,1
1,163
10,144
144,10
10,144
144,10
2,146
146,2
31,68
68,31
76,142
142,76
58,22
22,58
76,165
165,76
1,163
163,1
163,1
1,163
21,31
31,21
1,163
163,1
154,162
162,154
60,163
163,60
25,134
25,149
134,25
134,149
149,25
149,134
101,52
52,101
101,52
52,101
13,97
97,13
109,81
81,109
77,21
21,77
9,12
12,9
139,29
29,139
139,29
29,139
139,29
29,139
139,29
29,139
139,29
29,139
29,2
2,29
29,55
55,29
139,29
29,139
147,101
101,147
60,126
126,60
84,1
1,84
60,126
126,60
84,60
60,84
7,2
2,7
87,158
158,87
44,123
44,117
123,44
123,117
117,44
117,123
159,89
89,159
90,15
15,90
139,68
68,139
34,44
44,34
123,85
85,123
90,28
28,90
94,117
117,94
9,12
12,9
117,94
94,117
9,12
12,9
113,90
90,113
94,117
117,94
9,12
12,9
98,68
68,98
15,90
90,15
67,90
90,67
62,39
39,62
122,44
44,122
68,117
117,68
9,12
12,9
139,29
29,139
139,68
68,139
84,163
84,1
163,84
163,1
1,84
1,163
94,117
117,94
139,15
15,139
34,44
44,34
82,15
15,82
44,117
117,44
85,2
85,80
2,85
2,80
80,85
80,2
9,82
82,9
129,44
44,129
139,68
68,139
25,149
25,134
149,25
149,134
134,25
134,149
89,163
89,159
163,89
163,159
159,89
159,163
9,12
12,9
28,98
98,28
96,102
102,96
29,90
90,29
90,106
106,90
127,7
7,127
62,53
62,12
53,62
53,12
12,62
12,53
40,37
37,40
122,44
44,122
7,21
21,7
90,113
113,90
81,123
81,159
123,81
123,159
159,81
159,123
117,12
12,117
136,135
135,136
2,44
44,2
37,12
12,37
137,59
59,137
64,68
68,64
109,129
109,41
129,109
129,41
41,109
41,129
44,31
31,44
37,12
12,37
117,112
112,117
9,12
12,9
127,47
47,127
12,90
90,12
117,12
12,117
109,12
12,109
40,31
31,40
81,159
159,81
59,137
137,59
62,17
17,62
90,15
15,90
101,152
152,101
29,139
139,29
46,159
46,62
159,46
159,62
62,46
62,159
136,135
135,136
65,2
2,65
90,87
87,90
29,55
55,29
15,117
117,15
56,1
1,56
40,31
40,11
31,40
31,11
11,40
11,31
39,113
113,39
12,62
62,12
67,82
82,67
29,55
55,29
127,76
76,127
122,44
44,122
87,137
137,87
67,90
90,67
139,15
15,139
104,17
17,104
25,40
25,41
25,149
40,25
40,41
40,149
41,25
41,40
41,149
149,25
149,40
149,41
159,62
62,159
12,9
9,12
41,25
41,40
25,41
25,40
40,41
40,25
118,11
11,118
13,97
97,13
81,159
159,81
90,67
90,28
67,90
67,28
28,90
28,67
67,9
9,67
67,82
82,67
98,53
53,98
139,29
29,139
139,29
29,139
98,53
53,98
159,81
81,159
137,136
136,137
28,110
110,28
94,117
117,94
139,155
155,139
138,130
130,138
130,138
138,130
139,29
29,139
106,39
39,106
42,16
42,6
16,42
16,6
6,42
6,16
122,11
11,122
127,154
154,127
144,154
154,144
122,11
11,122
60,84
84,60
163,154
163,127
154,163
154,127
127,163
127,154
84,163
163,84
122,11
11,122
123,60
123,84
60,123
60,84
84,123
84,60
154,144
144,154
101,147
147,101
34,97
97,34
11,97
97,11
108,143
143,108
154,162
162,154
136,152
152,136
154,11
11,154
109,129
129,109
16,6
6,16
6,42
6,16
42,6
42,16
16,6
16,42
159,47
47,159
165,97
97,165
37,94
94,37
105,73
73,105
21,31
31,21
89,159
159,89
142,76
76,142
165,142
142,165
66,47
47,66
129,163
163,129
129,145
145,129
105,73
73,105
47,94
94,47
122,11
11,122
20,165
165,20
97,3
3,97
12,117
117,12
127,84
84,127
109,35
35,109
76,142
142,76
11,97
97,11
108,60
108,89
108,151
60,108
60,89
60,151
89,108
89,60
89,151
151,108
151,60
151,89
86,97
97,86
86,97
97,86
116,57
57,116
60,153
153,60
73,105
105,73
20,165
165,20
123,157
157,123
114,163
163,114
163,159
159,163
109,57
109,47
57,109
57,47
47,109
47,57
27,151
151,27
60,153
153,60
94,47
47,94
9,12
12,9
142,165
165,142
15,90
90,15
85,94
94,85
57,47
47,57
148,124
124,148
11,97
97,11
81,47
47,81
81,159
159,81
6,16
16,6
